module,extrinsic,tx_fee_with_decimal,tx_fee_without_decimal,fee_multiplier
pallet_assets,force_transfer,5804289630000000,0.00580428963,0.0002
pallet_assets,freeze,5460459300000000,0.0054604593,0.0002
pallet_assets,thaw,5460471790000000,0.00546047179,0.0002
pallet_assets,freeze_asset,5130166020000000,0.00513016602,0.0002
pallet_assets,thaw_asset,5130168120000000,0.00513016812,0.0002
pallet_assets,transfer_ownership,5460444430000000,0.00546044443,0.0002
pallet_assets,set_team,6120165190000000,0.00612016519,0.0002
pallet_assets,set_metadata,5800465145370000,0.00580046514537,0.0002
pallet_assets,clear_metadata,5130451280000000,0.00513045128,0.0002
pallet_assets,force_set_metadata,5810443381150000,0.00581044338115,0.0002
pallet_assets,force_clear_metadata,5130449960000000,0.00513044996,0.0002
pallet_assets,force_asset_status,6480156990000000,0.00648015699,0.0002
pallet_assets,approve_transfer,5471472360000000,0.00547147236,0.0002
pallet_assets,cancel_approval,5461509230000000,0.00546150923,0.0002
pallet_assets,force_cancel_approval,5791499060000000,0.00579149906,0.0002
pallet_assets,transfer_approved,5805624710000000,0.00580562471,0.0002
pallet_assets,touch,5131553610000000,0.00513155361,0.0002
pallet_assets,refund,5141553610000000,0.00514155361,0.0002
pallet_author_inherent,kick_off_authorship_validation,4970878960000000,0.00497087896,0.0002
pallet_balances,transfer-1,5310440560000000,0.00531044056,0.0002
pallet_balances,transfer-1000_000,5340440560000000,0.00534044056,0.0002
pallet_balances,set_balance,5320244400000000,0.0053202444,0.0002
pallet_balances,force_transfer,5641671250000000,0.00564167125,0.0002
pallet_balances,transfer_keep_alive-1,5310309940000000,0.00531030994,0.0002
pallet_balances,transfer_keep_alive-1000_000,5340309940000000,0.00534030994,0.0002
pallet_balances,transfer_all,5310368540000000,0.00531036854,0.0002
pallet_balances,force_unreserve,5460166990000000,0.00546016699,0.0002
pallet_manta_pay,to_private,6724398890000000,0.00672439889,0.0002
pallet_manta_pay,private_transfer,7045238020000000,0.00704523802,0.0002
pallet_manta_pay,to_public,6861796130000000,0.00686179613,0.0002
pallet_manta_pay,public_transfer,5772978680000000,0.00577297868,0.0002
pallet_manta_sbt,to_private,6759968430000000,0.00675996843,0.0002
pallet_manta_sbt,force_to_private,7087821710000000,0.00708782171,0.0002
pallet_manta_sbt,reserve_sbt,4983246660000000,0.00498324666,0.0002
pallet_manta_sbt,allowlist_evm_account,5212268910000000,0.00521226891,0.0002
pallet_manta_sbt,set_next_sbt_id,5139860600000000,0.0051398606,0.0002
pallet_manta_sbt,remove_allowlist_evm_account,5209884650000000,0.00520988465,0.0002
pallet_manta_sbt,change_free_reserve_account,5300034690000000,0.00530003469,0.0002
pallet_manta_sbt,force_mint_sbt_eth,7629585440000000,0.00762958544,0.0002
pallet_manta_sbt,change_force_account,5299868250000000,0.00529986825,0.0002
pallet_manta_sbt,mint_sbt_eth,7839986680000000,0.00783998668,0.0002
pallet_manta_sbt,change_allowlist_account,5299867840000000,0.00529986784,0.0002
pallet_manta_sbt,update_mint_info,5121189210000000,0.00512118921,0.0002
pallet_manta_sbt,new_mint_info,5082155170000000,0.00508215517,0.0002
pallet_parachain_staking,set_staking_expectations,5450169770000000,0.00545016977,0.0002
pallet_parachain_staking,set_inflation,5090635330000000,0.00509063533,0.0002
pallet_parachain_staking,set_parachain_bond_account,5290172410000000,0.00529017241,0.0002
pallet_parachain_staking,set_parachain_bond_account,5290172410000000,0.00529017241,0.0002
pallet_parachain_staking,set_parachain_bond_reserve_percent,4980163440000000,0.00498016344,0.0002
pallet_parachain_staking,set_total_selected,4980176300000000,0.0049801763,0.0002
pallet_parachain_staking,set_collator_commission,4980147930000000,0.00498014793,0.0002
pallet_parachain_staking,set_blocks_per_round,4980928560000000,0.00498092856,0.0002
pallet_parachain_staking,join_candidates,4998155510680000,0.00499815551068,0.0002
pallet_parachain_staking,schedule_leave_candidates,4981590489840000,0.00498159048984,0.0002
pallet_parachain_staking,execute_leave_candidates,5312653954580000,0.00531265395458,0.0002
pallet_parachain_staking,cancel_leave_candidates,4981569748780000,0.00498156974878,0.0002
pallet_parachain_staking,go_offline,4971524000000000,0.004971524,0.0002
pallet_parachain_staking,go_offline,4971524000000000,0.004971524,0.0002
pallet_parachain_staking,candidate_bond_more,4985497510000000,0.00498549751,0.0002
pallet_parachain_staking,schedule_candidate_bond_less,5130235200000000,0.0051302352,0.0002
pallet_parachain_staking,execute_candidate_bond_less,5295592620000000,0.00529559262,0.0002
pallet_parachain_staking,cancel_candidate_bond_less,4970222140000000,0.00497022214,0.0002
pallet_parachain_staking,delegate_1_2_3,5328290401240000,0.00532829040124,0.0002
pallet_parachain_staking,delegate_1_25_3,5328356837890000,0.00532835683789,0.0002
pallet_parachain_staking,delegate_1_2_100,5338457533210000,0.00533845753321,0.0002
pallet_parachain_staking,schedule_leave_delegators,4971525980000000,0.00497152598,0.0002
pallet_parachain_staking,execute_leave_delegators,5313589823450000,0.00531358982345,0.0002
pallet_parachain_staking,cancel_leave_delegators,4971569610000000,0.00497156961,0.0002
pallet_parachain_staking,schedule_revoke_delegation,5291527000000000,0.005291527,0.0002
pallet_parachain_staking,delegator_bond_more,5308436310000000,0.00530843631,0.0002
pallet_parachain_staking,schedule_delegator_bond_less,5301545530000000,0.00530154553,0.0002
pallet_parachain_staking,execute_delegation_request,5619579090000000,0.00561957909,0.0002
pallet_parachain_staking,cancel_delegation_request,5291591330000000,0.00529159133,0.0002
pallet_scheduler,cancel,5051918176790000,0.00505191817679,0.0002
pallet_scheduler,schedule,5130601273350000,0.00513060127335,0.0002
pallet_scheduler,schedule_named,5531911598540000,0.00553191159854,0.0002
pallet_scheduler,cancel_named,5292194459230000,0.00529219445923,0.0002
pallet_scheduler,schedule_after,5370601273350000,0.00537060127335,0.0002
pallet_scheduler,schedule_named_after,5771911598540000,0.00577191159854,0.0002
pallet_session,set_keys,5942729070000000,0.00594272907,0.0002
pallet_session,purge_keys,4972173290000000,0.00497217329,0.0002
pallet_tx_pause,pause_transaction,5630152180000000,0.00563015218,0.0002
pallet_tx_pause,unpause_transaction,5630167150000000,0.00563016715,0.0002
pallet_tx_pause,pause_transactions,5981604360000000,0.00598160436,0.0002
pallet_tx_pause,unpause_transactions,5981634300000000,0.0059816343,0.0002
pallet_tx_pause,pause_pallets,5711309000000000,0.005711309,0.0002
pallet_tx_pause,unpause_pallets,5711309000000000,0.005711309,0.0002
pallet_utility,batch-size=1,5009447130520000,0.00500944713052,0.0002
pallet_utility,batch-size=32,5951821389360000,0.00595182138936,0.0002
pallet_utility,as_derivative,5993143069360000,0.00599314306936,0.0002
pallet_utility,batch_all-size=1,5009455785630000,0.00500945578563,0.0002
pallet_utility,batch_all-size=32,5952098352880000,0.00595209835288,0.0002
pallet_utility,dispatch_as,6312251342880000,0.00631225134288,0.0002
pallet_utility,force_batch,4979043625280000,0.00497904362528,0.0002
pallet_randomness,set_babe_randomness_results,4972600220000000,0.00497260022,0.0002
pallet_name_service,register,5341969540000000,0.00534196954,0.0002
pallet_name_service,accept_register,5341226430000000,0.00534122643,0.0002
pallet_name_service,set_primary_name,5340479230000000,0.00534047923,0.0002
pallet_name_service,cancel_pending_register,5340203160000000,0.00534020316,0.0002
pallet_name_service,remove_register,5340479160000000,0.00534047916,0.0002
pallet_farming,create_farming_pool,6123710100000000,0.0061237101,0.0002
pallet_farming,charge,5785634250000000,0.00578563425,0.0002
pallet_farming,deposit,5366946200000000,0.0053669462,0.0002
pallet_farming,withdraw,5301602580000000,0.00530160258,0.0002
pallet_farming,claim,5131858760000000,0.00513185876,0.0002
pallet_farming,withdraw_claim,5131858760000000,0.00513185876,0.0002
pallet_farming,close_pool,5128700010000000,0.00512870001,0.0002
pallet_farming,set_retire_limit,5008700010000000,0.00500870001,0.0002
pallet_farming,retire_pool,5128700010000000,0.00512870001,0.0002
pallet_farming,reset_pool,6138700010000000,0.00613870001,0.0002
pallet_farming,kill_pool,5128700010000000,0.00512870001,0.0002
pallet_farming,edit_pool,6568700010000000,0.00656870001,0.0002
pallet_farming,gauge_withdraw,5132146160000000,0.00513214616,0.0002
pallet_farming,force_gauge_claim,5128700010000000,0.00512870001,0.0002
pallet_lottery,deposit,5149392860640000,0.00514939286064,0.0002
pallet_lottery,request_withdraw,5142131693200000,0.0051421316932,0.0002
pallet_lottery,claim_my_winnings,4974532813190000,0.00497453281319,0.0002
pallet_lottery,rebalance_stake,4968700000000000,0.0049687,0.0002
pallet_lottery,start_lottery,4972949880000000,0.00497294988,0.0002
pallet_lottery,stop_lottery,4971537340000000,0.00497153734,0.0002
pallet_lottery,draw_lottery,4974822260000000,0.00497482226,0.0002
pallet_lottery,process_matured_withdrawals,4969856860000000,0.00496985686,0.0002
pallet_lottery,liquidate_lottery,4968700000000000,0.0049687,0.0002
pallet_lottery,set_min_deposit,5130036700000000,0.0051300367,0.0002
pallet_lottery,set_min_withdraw,5129745420000000,0.00512974542,0.0002
pallet_lottery,set_gas_reserve,5129745510000000,0.00512974551,0.0002
zenlink_protocol,set_fee_receiver,5300032150000000,0.00530003215,0.0002
zenlink_protocol,set_fee_point,4980026310000000,0.00498002631,0.0002
zenlink_protocol,transfer,5428710000000000,0.00542871,0.0002
zenlink_protocol,transfer,5231771630000000,0.00523177163,0.0002
zenlink_protocol,add_liquidity,5316404550000000,0.00531640455,0.0002
zenlink_protocol,remove_liquidity,5609241100000000,0.0056092411,0.0002
zenlink_protocol,swap_exact_assets_for_assets,5727991860000000,0.00572799186,0.0002
zenlink_protocol,swap_assets_for_exact_assets,5727992870000000,0.00572799287,0.0002
zenlink_protocol,bootstrap_create,6222208840000000,0.00622220884,0.0002
zenlink_protocol,bootstrap_contribute,5287398280000000,0.00528739828,0.0002
zenlink_protocol,bootstrap_claim,5587287890000000,0.00558728789,0.0002
zenlink_protocol,bootstrap_end,5268945340000000,0.00526894534,0.0002
zenlink_protocol,bootstrap_update,6232524390000000,0.00623252439,0.0002
zenlink_protocol,bootstrap_refund,5237140050000000,0.00523714005,0.0002
zenlink_protocol,bootstrap_charge_reward,5819700000000000,0.0058197,0.0002
zenlink_protocol,bootstrap_withdraw_reward,5549700000000000,0.0055497,0.0002
pallet_native_barrier,initialize_native_barrier,4979846780000000,0.00497984678,0.0002
pallet_native_barrier,add_accounts_to_native_barrier,4985465700000000,0.0049854657,0.0002
pallet_native_barrier,remove_accounts_from_native_barrier,4983893360000000,0.00498389336,0.0002
frame_system,remark-length=32,5430846460000000,0.00543084646,0.2
frame_system,remark-length=64,5430846460000000,0.00543084646,0.2
frame_system,set_heap_pages,7383150000000000,0.00738315,0.2
frame_system,set_code,5005298700000000000,5.0052987,0.2
frame_system,set_code_without_checks,5005298700000000000,5.0052987,0.2
frame_system,set_storage,6685697510000000,0.00668569751,0.2
frame_system,kill_storage,7689164760000000,0.00768916476,0.2
frame_system,kill_prefix,14500273090000000,0.01450027309,0.2
frame_system,remark_with_event-length=32,5434565040000000,0.00543456504,0.2
frame_system,remark_with_event-length=64,5434565040000000,0.00543456504,0.2
pallet_treasury,propose_spend,7889570000000000,0.00788957,0.2
pallet_treasury,reject_proposal,8020730000000000,0.00802073,0.2
pallet_treasury,approve_proposal,6738014970000000,0.00673801497,0.2
pallet_treasury,spend,5310410000000000,0.00531041,0.2
pallet_treasury,remove_approval,6334130000000000,0.00633413,0.2
pallet_timestamp,set,6316530000000000,0.00631653,0.2
pallet_preimage,note_preimage-length=32,7889492080000000,0.00788949208,0.2
pallet_preimage,note_preimage-length=32,8220434160000000,0.00822043416,0.2
pallet_preimage,unnote_preimage,7957970000000000,0.00795797,0.2
pallet_preimage,request_preimage,6820410000000000,0.00682041,0.2
pallet_preimage,unrequest_preimage,7818880000000000,0.00781888,0.2
pallet_multisig,as_multi_threshold_1,9614664490000000,0.00961466449,0.2
pallet_multisig,as_multi,8621404520000000,0.00862140452,0.2
pallet_multisig,approve_as_multi,7562306370000000,0.00756230637,0.2
pallet_multisig,cancel_as_multi,7355106670000000,0.00735510667,0.2
pallet_membership,add_member,5798700000000000,0.0057987,0.2
pallet_membership,remove_member,5798700000000000,0.0057987,0.2
pallet_membership,swap_member,6128700000000000,0.0061287,0.2
pallet_membership,reset_members,6118700000000000,0.0061187,0.2
pallet_membership,change_key,5798700000000000,0.0057987,0.2
pallet_membership,set_prime,5798700000000000,0.0057987,0.2
pallet_membership,clear_prime,5468700000000000,0.0054687,0.2
pallet_democracy,propose,9324850000000000,0.00932485,0.2
pallet_democracy,second,6706550000000000,0.00670655,0.2
pallet_democracy,vote,9558350000000000,0.00955835,0.2
pallet_democracy,emergency_cancel,7757860000000000,0.00775786,0.2
pallet_democracy,external_propose,6710610000000000,0.00671061,0.2
pallet_democracy,external_propose_majority,6075300000000000,0.0060753,0.2
pallet_democracy,external_propose_default,6071630000000000,0.00607163,0.2
pallet_democracy,fast_track,9108490000000000,0.00910849,0.2
pallet_democracy,veto_external,8112850000000000,0.00811285,0.2
pallet_democracy,cancel_referendum,6132820000000000,0.00613282,0.2
pallet_democracy,delegate,139869211750000000,0.13986921175,0.2
pallet_democracy,undelegate,136637290710000000,0.13663729071,0.2
pallet_democracy,clear_public_proposals,6025580000000000,0.00602558,0.2
pallet_democracy,unlock,9527223210000000,0.00952722321,0.2
pallet_democracy,remove_vote,7860770440000000,0.00786077044,0.2
pallet_democracy,remove_other_vote,8189918650000000,0.00818991865,0.2
pallet_democracy,blacklist,13498820000000000,0.01349882,0.2
pallet_democracy,cancel_proposal,9491760000000000,0.00949176,0.2
pallet_collective,set_members,142773807120000000,0.14277380712,0.2
pallet_collective,execute,10041635810000000,0.01004163581,0.2
pallet_collective,propose,10551516700000000,0.0105515167,0.2
pallet_collective,vote,7228217400000000,0.0072282174,0.2
pallet_collective,close,10296160860000000,0.01029616086,0.2
pallet_collective,disapprove_proposal,8954546660000000,0.00895454666,0.2
cumulus_pallet_xcmp_queue,service_overweight,5138700640000000,0.00513870064,0.2
cumulus_pallet_xcmp_queue,suspend_xcm_execution,5968700000000000,0.0059687,0.2
cumulus_pallet_xcmp_queue,resume_xcm_execution,5968700000000000,0.0059687,0.2
cumulus_pallet_xcmp_queue,update_suspend_threshold,6333790000000000,0.00633379,0.2
cumulus_pallet_xcmp_queue,update_drop_threshold,6333790000000000,0.00633379,0.2
cumulus_pallet_xcmp_queue,update_resume_threshold,6333790000000000,0.00633379,0.2
cumulus_pallet_xcmp_queue,update_threshold_weight,6470150000000000,0.00647015,0.2
cumulus_pallet_xcmp_queue,update_weight_restrict_decay,6470150000000000,0.00647015,0.2
cumulus_pallet_xcmp_queue,update_xcmp_max_individual_weight,6470150000000000,0.00647015,0.2
orml_xtokens,transfer,5338700000000000,0.0053387,0.2
orml_xtokens,transfer_multiasset,5148700000000000,0.0051487,0.2
orml_xtokens,transfer_with_fee,5498700000000000,0.0054987,0.2
orml_xtokens,transfer_multiasset_with_fee,5288700000000000,0.0052887,0.2
orml_xtokens,transfer_multicurrencies,5718700000000000,0.0057187,0.2
orml_xtokens,transfer_multiassets,5198700000000000,0.0051987,0.2
manta_collator_selection,set_invulnerables,6444218220000000,0.00644421822,0.2
manta_collator_selection,set_desired_candidates,6169090000000000,0.00616909,0.2
manta_collator_selection,set_candidacy_bond,6270280000000000,0.00627028,0.2
manta_collator_selection,register_as_candidate,7835236980000000,0.00783523698,0.2
manta_collator_selection,register_candidate,8170899940000000,0.00817089994,0.2
manta_collator_selection,leave_intent,6665439710000000,0.00666543971,0.2
manta_collator_selection,remove_collator,7260625700000000,0.0072606257,0.2
manta_collator_selection,set_eviction_baseline,6114600000000000,0.0061146,0.2
manta_collator_selection,set_eviction_tolerance,6252240000000000,0.00625224,0.2
pallet_asset_manager,register_asset,12915890000000000,0.01291589,0.2
pallet_asset_manager,update_asset_location,11941040000000000,0.01194104,0.2
pallet_asset_manager,update_asset_metadata,9089460000000000,0.00908946,0.2
pallet_asset_manager,set_units_per_second,6830500000000000,0.0068305,0.2
pallet_asset_manager,mint_asset,9215900000000000,0.0092159,0.2
pallet_asset_manager,set_min_xcm_fee,6500660000000000,0.00650066,0.2
pallet_asset_manager,update_outgoing_filtered_assets,6496500000000000,0.0064965,0.2
pallet_asset_manager,register_lp_asset,13757390000000000,0.01375739,0.2
pallet_asset_manager,permissionless_register_asset,13343830000000000,0.01334383,0.2
pallet_assets,create,7084580000000000,0.00708458,0.2
pallet_assets,force_create,6933200000000000,0.0069332,0.2
pallet_assets,start_destroy,6600510000000000,0.00660051,0.2
pallet_assets,destroy_accounts,2667867320000000000,2.66786732,0.2
pallet_assets,destroy_approvals,1337232800000000000,1.3372328,0.2
pallet_assets,finish_destroy,7077960000000000,0.00707796,0.2
pallet_assets,mint,8322310000000000,0.00832231,0.2
pallet_assets,burn,8444720000000000,0.00844472,0.2
pallet_assets,transfer,11029160000000000,0.01102916,0.2
pallet_assets,transfer_keep_alive,10986020000000000,0.01098602,0.2
pallet_assets,force_transfer,11388330000000000,0.01138833,0.2
pallet_assets,freeze,7218000000000000,0.007218,0.2
pallet_assets,thaw,7230490000000000,0.00723049,0.2
pallet_assets,freeze_asset,6594720000000000,0.00659472,0.2
pallet_assets,thaw_asset,6596820000000000,0.00659682,0.2
pallet_assets,transfer_ownership,7203130000000000,0.00720313,0.2
pallet_assets,set_team,7583890000000000,0.00758389,0.2
pallet_assets,set_metadata,7563845370000000,0.00756384537,0.2
pallet_assets,clear_metadata,6879980000000000,0.00687998,0.2
pallet_assets,force_set_metadata,7552081150000000,0.00755208115,0.2
pallet_assets,force_clear_metadata,6878660000000000,0.00687866,0.2
pallet_assets,force_asset_status,7935690000000000,0.00793569,0.2
pallet_assets,approve_transfer,8241060000000000,0.00824106,0.2
pallet_assets,cancel_approval,8267930000000000,0.00826793,0.2
pallet_assets,force_cancel_approval,8587760000000000,0.00858776,0.2
pallet_assets,transfer_approved,12723410000000000,0.01272341,0.2
pallet_assets,touch,7982310000000000,0.00798231,0.2
pallet_assets,refund,7992310000000000,0.00799231,0.2
pallet_author_inherent,kick_off_authorship_validation,7147660000000000,0.00714766,0.2
pallet_balances,transfer-1,7049260000000000,0.00704926,0.2
pallet_balances,transfer-1000_000,7079260000000000,0.00707926,0.2
pallet_balances,set_balance,6863100000000000,0.0068631,0.2
pallet_balances,force_transfer,8609950000000000,0.00860995,0.2
pallet_balances,transfer_keep_alive-1,6918640000000000,0.00691864,0.2
pallet_balances,transfer_keep_alive-1000_000,6948640000000000,0.00694864,0.2
pallet_balances,transfer_all,6977240000000000,0.00697724,0.2
pallet_balances,force_unreserve,6925690000000000,0.00692569,0.2
pallet_manta_pay,to_private,412017590000000000,0.41201759,0.2
pallet_manta_pay,private_transfer,732856720000000000,0.73285672,0.2
pallet_manta_pay,to_public,549414830000000000,0.54941483,0.2
pallet_manta_pay,public_transfer,10047380000000000,0.01004738,0.2
pallet_manta_sbt,to_private,407627130000000000,0.40762713,0.2
pallet_manta_sbt,force_to_private,405810410000000000,0.40581041,0.2
pallet_manta_sbt,reserve_sbt,9525360000000000,0.00952536,0.2
pallet_manta_sbt,allowlist_evm_account,8777610000000000,0.00877761,0.2
pallet_manta_sbt,set_next_sbt_id,6299300000000000,0.0062993,0.2
pallet_manta_sbt,remove_allowlist_evm_account,6393350000000000,0.00639335,0.2
pallet_manta_sbt,change_free_reserve_account,6633390000000000,0.00663339,0.2
pallet_manta_sbt,force_mint_sbt_eth,408114140000000000,0.40811414,0.2
pallet_manta_sbt,change_force_account,6466950000000000,0.00646695,0.2
pallet_manta_sbt,mint_sbt_eth,408725380000000000,0.40872538,0.2
pallet_manta_sbt,change_allowlist_account,6466540000000000,0.00646654,0.2
pallet_manta_sbt,update_mint_info,7607910000000000,0.00760791,0.2
pallet_manta_sbt,new_mint_info,8533870000000000,0.00853387,0.2
pallet_parachain_staking,set_staking_expectations,6918470000000000,0.00691847,0.2
pallet_parachain_staking,set_inflation,7024030000000000,0.00702403,0.2
pallet_parachain_staking,set_parachain_bond_account,6761110000000000,0.00676111,0.2
pallet_parachain_staking,set_parachain_bond_account,6761110000000000,0.00676111,0.2
pallet_parachain_staking,set_parachain_bond_reserve_percent,6442140000000000,0.00644214,0.2
pallet_parachain_staking,set_total_selected,6455000000000000,0.006455,0.2
pallet_parachain_staking,set_collator_commission,6426630000000000,0.00642663,0.2
pallet_parachain_staking,set_blocks_per_round,7207260000000000,0.00720726,0.2
pallet_parachain_staking,join_candidates,14444210680000000,0.01444421068,0.2
pallet_parachain_staking,schedule_leave_candidates,7869189840000000,0.00786918984,0.2
pallet_parachain_staking,execute_leave_candidates,19252654580000000,0.01925265458,0.2
pallet_parachain_staking,cancel_leave_candidates,7848448780000000,0.00784844878,0.2
pallet_parachain_staking,go_offline,7792700000000000,0.0077927,0.2
pallet_parachain_staking,go_offline,7792700000000000,0.0077927,0.2
pallet_parachain_staking,candidate_bond_more,11776210000000000,0.01177621,0.2
